ProductId,Luma,Workspace,DeploymentName,ModelName,AccountName,SubscriptionId,ResourceID,SkuName,SkuCapacity,BackendId,Endpoint,PromptTokens,CompletionTokens,TotalTokens,Calls,FirstSeen,LastSeen,Regions,CallerIpAddresses
TestProduct,,,embedding,text-embedding-3-large,openai1-klcxhvw3ilgu2,b5b4a11b-5367-41d2-9ec2-fee75c17c5f9,/subscriptions/b5b4a11b-5367-41d2-9ec2-fee75c17c5f9/resourceGroups/AIHubChargeBack/providers/Microsoft.CognitiveServices/accounts/openai1-klcxhvw3ilgu2,Global,20,openai-backend-0,https://openai1-klcxhvw3ilgu2.openai.azure.com/,72,0,72,2,2026-02-27T20:47:03.4322868Z,2026-02-27T20:48:48.4909674Z,East US 2,52.148.138.235; 20.236.10.120
