ProductId,Luma,Workspace,DeploymentName,ModelName,AccountName,SubscriptionId,ResourceID,SkuName,SkuCapacity,BackendId,Endpoint,PromptTokens,CompletionTokens,TotalTokens,Calls,FirstSeen,LastSeen,Regions,CallerIpAddresses
oai-hr-assistant,,,chat,gpt-4o-mini,openai1-klcxhvw3ilgu2,b5b4a11b-5367-41d2-9ec2-fee75c17c5f9,/subscriptions/b5b4a11b-5367-41d2-9ec2-fee75c17c5f9/resourceGroups/AIHubChargeBack/providers/Microsoft.CognitiveServices/accounts/openai1-klcxhvw3ilgu2,Standard,20,openai-backend-0,https://openai1-klcxhvw3ilgu2.openai.azure.com/,165,291,456,3,2026-02-26T18:30:07.5217923Z,2026-02-26T18:30:28.2679186Z,East US 2,East US 2
